audio_file,text,speaker
wavs/utt_00010.wav,"నీ మూలంగా మా కందరికీ ప్రమాదం జరుగుతుంది నీ ఒక్కడికోసం ఇంత మంది చావటానికి వీలులేదు కనుక నీవు పడవ వదిలి, పో అన్నారు నావికులు మిత్రవిందకుడితో వాళ్ళు అతనికి ఒక తెప్పతెచ్చి దానిమీద అతన్ని ఉంచారు మరుక్షణం పడవ శరవేగంతో కదలి మిత్రవిందకుడు చూస్తుండగానే కనపడకుండా వెళ్ళిపోయింది.",speaker_1
wavs/utt_00011.wav,"కాలక్రమాన మిత్రవిందకుడు తన తెప్ప మీద ఒక లంకను చేరుకున్నాడు ఆ లంకలో అతనికొక స్ఫటిక భవనం కనపడింది అందులో నాలుగు ఆడ పిశాచాలు కాపురం ఉంటున్నాయి ఈ పిశాచాలు వారంరోజులు, సరదాగా గడుపుతాయి మరి వారంరోజులు అవిపాప ప్రాయశ్చిత్తం కోసం కఠోరమైన నియమాలు అవలంబిస్తాయి మిత్రవిందకుడు ఆ పిశాచినులతో ఒక వారంపాటు ఇంద్రవైభోగాలు అనుభవించాడు పిశాచినులు వ్రతం ఆరంభించే సరికి అతనికి అక్కడ ఉండ బుద్ధికాలేదు అతను తన తెప్ప మీద తిరిగి బయలుదేరాడు.",speaker_2
wavs/utt_00012.wav,"అతను సముద్రం మీద, వెళ్ళగా వెళ్ళగా మరొక లంక తగిలింది దానిలో ఎనిమిది పిశాచినులున్నారు మిత్రవిందకుడు వారితో కూడా వారం రోజులు గడిపి వారు కఠోర వ్రతాలు ఆరంభించగానే మళ్ళీ తెప్ప మీద బయలుదేరాడు.",speaker_1
wavs/utt_00013.wav,ఈ విధంగా అతను మరొక దీవిలో పదహారుమంది పిశాచినులతోను ఇంకొక దీవిలో ముప్పైరెండుమంది పిశాచినులతోను ఒక్కొక్క వారం గడిపి ఆఖరుకు తన తెప్పపైన వేరొక లంకను చేరుకున్నాడు.,speaker_2
wavs/utt_00014.wav,"ఈ లంకలో ఒక పెద్ద నగరం ఉన్నది దాని చుట్టూ గోడ ఆ గోడలో నాలుగు ద్వారాలు ఉన్నాయి అది ఉస్సద నరకం అయితే మిత్రవిందకుడికి అది నరకంలాగా కనిపించలేదు అందమైన నగరంలాగా కనబడింది నేనీ నగరంలో, ప్రవేశించి దీనికి రాజునవుతాను అనుకున్నాడతను.",speaker_1
wavs/utt_00015.wav,"ఆ నగరంలో ఒక చోట, మిత్రవిందకుడికి ఒక మనిషి కనిపించాడు ఆ మనిషి తన నెత్తిన అసిధారాచక్రం మోస్తున్నాడు దాని అంచు పదునుగా ఉండటంవల్లనూ అది, చాలా బరువైనది గనుకనూ ఆ చక్రం అతని తలలోకి దిగబడి పోయింది తల నుంచి రక్తం ధారలుగా కారుతున్నది ఆ మనిషి శరీరం అయిదు పేటల గొలుసులతో బంధించబడి ఉన్నది అతను భాధతో మూలుగుతున్నాడు.",speaker_2
wavs/utt_00016.wav,ఇదంతా కళ్ళారా చూస్తూకూడా మిత్రవిందకుడు ఆ మనిషి ఆ నగరానికి రాజని భ్రమపడ్డాడు ఆసిధారాచక్రం మిత్రవిందకుడి కళ్ళకు పద్మంలాగా కనబడింది అతని వంటిమీద గొలుసు అలంకార భూషలలాగా తోచింది అతని మూలుగు గంధర్వగానంలాగా వినిపించింది.,speaker_1
wavs/utt_00017.wav,మిత్రవిందకుడు ఆ నరక వాసిని సమీపించి అయ్యా తమరు చాలా కాలంగా ఆ పద్మాన్ని శిరస్సున ధరించారు నన్ను కుడా ధరించనివ్వండి అని అడిగాడు.,speaker_2
wavs/utt_00018.wav,బాబూ ఇది పద్మం కాదు అసిధారా చక్రం అన్నాడు నరకవాసి.,speaker_1
wavs/utt_00019.wav,చూశావా నా కివ్వటం ఇష్టంలేక ఆ మాట అంటున్నావు అన్నాడు మిత్రవిందకుడు.,speaker_2
wavs/utt_00020.wav,నేటితో నా పాపానికి పరిహారం అయిపోయినట్టుంది వీడు కూడా తల్లిని కొట్టినవాడై ఉంటాడు పాపఫలం అనుభవించటానికే వీడిక్కడికి చేరి ఉంటాడు అని తన మనస్సులో అనుకుని నరకవాసి తన నెత్తిమీద ఉన్న ఆసిధారాచక్రాన్ని మిత్రవిందకుడి నెత్తిన పెట్టి సంతోషంగా వెళ్ళిపోయాడు.,speaker_1
wavs/utt_00021.wav,"స్వర్గంలో, ఇంద్రుడుగా ఉంటున్న బోధిసత్వుడు దేవగణాలను, వెంటబెట్టుకుని నరకాలన్నిటినీ తనిఖీ చేస్తూ కొంతకాలానికి మిత్రవిందకుడుండే చోటికి వచ్చాడు.",speaker_2
wavs/utt_00022.wav,ఆయనను చూడగానే మిత్రవిందకుడు ఏడుస్తూ స్వామీ కరుణించండి ఈ చక్రంనన్నెప్పుడు వదులుతుందో చెప్పండి అని వేడుకున్నాడు.,speaker_1
wavs/utt_00023.wav,"అప్పుడు ఇంద్రుడు మిత్రవిందకుడికి ఈ విధంగా, జవాబు చెప్పాడు.",speaker_2
wavs/utt_00024.wav,"నీకు ఎంత డబ్బున్నా ఇంకా కావాలని కోరావు నీ కోరికలు ఎంతకూ తీరలేదు నలుగురు పిశాచినులతో ఎనిమిది మందితో పదహారుమందితో ముప్పై ఇద్దరితో కాలక్షేపం చేశావు మానవుడు, నడపవలసిన ఉత్తమ మార్గాలు నీకు ఏమాత్రమూ నచ్చలేదు ఇతరులు నీ మేలు కోరి చెప్పిన సలహాకూడా నచ్చక ఈ చక్రాన్ని కోరి నెత్తికి తెచ్చుకున్నావు నీవు బ్రతికి ఉన్నంత కాలమూ ఆ ఆసిధారా చక్రం నిన్ను వదలదు.",speaker_1
wavs/utt_00025.wav,ఈ విధంగా చెప్పి ఇంద్రుడు తన పరివారంతో సహా వెళ్ళిపోయాడు మిత్రవిందకుడు తనకు పట్టిన దుర్ధశ తెలుసుకుని విచారంతో కుంగిపోయాడు.,speaker_2
wavs/utt_00026.wav,స్వర్ణ కారుడు.,speaker_1
wavs/utt_00027.wav,"విక్రమార్కుడు పట్టుదలతో చెట్టువద్దకు తిరిగి వెళ్ళి శవాన్ని దించి భుజాన వేసుకుని శ్మశానంకేసి నడవసాగాడు అప్పుడు శవంలో ఉన్న బేతాళుడు రాజా నీవు మరొకరికోసం ఇంతగా పాటుబడుతున్నావు కాని ఈ ప్రపంచంలో కృతజ్ఞత చాలా అరుదు మనవల్ల కొంచెం పొరపాటు జరిగితే మనద్వారా బాగుపడినవాళ్ళే మనకు గర్భ శత్రువు లవుతారు ఇందుకు ఉదాహారణగా నీకు లోహితుడి కధ చెబుతాను విను అంటూ ఈ కింది కధ, చెప్పాడు.",speaker_2
wavs/utt_00028.wav,"ఒకనాటి సాయంకాలం, చీకటి పడేవేళ ధర్మగుప్తుడు పొరుగూరునుంచి ఇంటికి వచ్చే దారిలో ఆయనను దొంగలు కొట్టారు తలమీద బలమైన గాయం తగిలి ఆయన పడిపోయాడు కాని దొంగలకు ఆయనవద్ద ఏమీ దొరకలేదు.",speaker_1
wavs/utt_00029.wav,దొంగలు వెళ్ళిపోయాక ధర్మగుప్తుడికి స్ప్రుహ వచ్చింది ఆయన మెల్లిగా నడుచుకుంటూ వల్లభీపురం శివారు చేరేసరికి అర్ధరాత్రి కావస్తున్నది ఊరిబయట ఒక ఇంటి వాకిలి తెరచి ఉన్నది అక్కడ ఒక మనిషి నిలబడి ఉన్నాడు.,speaker_2
wavs/utt_00030.wav,బాబు చంపేశారు అంటూ ధర్మ గుప్తుడు ఆ మనిషి కేసి వెళ్ళాడు.,speaker_1
wavs/utt_00031.wav,"అర్ధ రాత్రివేళ చల్లగాలికి తలవాకిట నిలబడి ఉండిన మనిషి ఒక స్వర్ణకారుడు అతనిపేరు లోహితుడు లోహితుడు నగలు చేసి కాస్తోకూస్తో సంపాదించినా దాన్నంతా పరుసవేదికోసం, ఖర్చు చేసేసుకున్నాడు సత్తును వెండిగా మార్చాలనీ ఇత్తడిని బంగారంగా మార్చాలనీ లోహితుడి ఆశ ఇందుకై అతను రకరకాల మూలికలను అడువులనుంచీ కొండల నుంచీ తెచ్చి రాత్రింబగళ్ళు పుఠాలు వేసి అంతులేని శరీర శ్రమ పడ్డాడు.",speaker_2
wavs/utt_00032.wav,"లోహితుడి మామగారు చావుబతుకుల్లో ఉన్నాడని తెలిసి లోహితుడి భార్య తన పిల్లలతోసహా పుట్టింటికి వెళ్ళింది లోహితుడు రోజల్లా, కొలిమిదగ్గిరే ఉండి చల్లగాలి కోసం అంతకు ముందే బయటికి వచ్చాడు తనకేసి వచ్చిన ధర్మగుప్తుణ్ణి మొదట లోహితుడు గుర్తించలేదు అయినా అతను ముందుకు వచ్చి ముసలివాణ్ణి పట్టుకుని లోపలికి తీసుకువెళ్ళాడు కొలిమి మంటల్లో అతనికి ధర్మగుప్తుడి ఆనవాలు తెలిసింది మీరా బాబూ ఏమిటిది అన్నాడు.",speaker_1
wavs/utt_00033.wav,దొంగలు తల పగలగొట్టారు అంటూ ధర్మగుప్తుడు ప్రాణాలు వదిలాడు.,speaker_2
wavs/utt_00034.wav,తాను ఇప్పుడు ఏం చేయ్యాలో లోహితుడికి తెలియలేదు చుట్టుపక్కలవాళ్ళను లేపుకువద్దామనుకున్నాడు అందరూ చేరి నీవే డబ్బుకోసం ముసలాణ్ణి చంపి వుంటావు అంటారేమోనని భయంవేసింది ధర్మగుప్తుడు చావనే చచ్చాడు అతని కిప్పుడు ఎవరూ చేయగల సహాయం ఏమీలేదు ఆయన తన ఇంట్లోకి రావటం ఈ అర్ధరాత్రి వేళ చూసినవారు లేరు అందుచేత తాను ఈ బెడద వదిలించుకోవటం మంచిదనుకున్నాడు లోహితుడు.,speaker_1
wavs/utt_00035.wav,లోహితుడికి తన భార్యపైనా పిల్లల పైనా ప్రేమ జాస్తి వాళ్ళు సుఖపడందులకే అతను బంగారం చేసే పిచ్చిలో పడి పోయాడు ఇప్పుడుకూడా అతను వాళ్ళ సుఖంకోసమే ధర్మగుప్తుడి సొమ్ము కాజేయ నిశ్చయించాడు.,speaker_2
wavs/utt_00036.wav,శవాన్ని వెతికితే తాళపుచేవుల గుత్తి దొరికింది లోహితుడు వాటిని తీసుకుని నేరుగా ధర్మగుప్తుడి ఇంటికి వెళ్ళాడు తలుపు తెరిచి లోపల ప్రవేశించాడు ఇనుప పెట్టెలో లక్షలుచేసే వెండి బంగారము ఉన్నది అదంతా ఒక గోతంలో వేసుకుని ఇనుపపెట్టే మూసి ఇంటికి తాళం వేసి లోహితుడు తన ఇంటికి తిరిగి వచ్చాడు.,speaker_1
wavs/utt_00037.wav,తెల్లవారే లోపుగా లోహితుడు వెండీ బంగారాలను అటకమీద పెట్టి పిడకలు కప్పి ధర్మగుప్తుడి శవాన్ని తాళపుచెవులతో సహా దొడ్లో నిలువు లోతున పాతేసి గొయ్యి పూడ్చేశాడు.,speaker_2
wavs/utt_00038.wav,రెండు మూడు రోజుల పాటు ధర్మగుప్తుడి సంగతి విచారించిన వారులేరు తరువాత ఆయననుగురించి ఆరా తీయటం ఆరంభమయింది ఆయన పొద్దూకు మాటున పొరుగూరునుంచి బయలుదేరటం చూసినవారున్నారుగాని ఆయన వభీకి తిరిగి రావటం చూసినవారు లేరు మధ్య దారిలో ఎక్కడో ఆయన చనిపోయి వుంటాడని జనం నిర్ధారణ చేసుకున్నారు రాజు గారి అధికారులు వచ్చి ధర్మగుప్తుడి ఇంటి తాలం పగలగొట్టి ఇల్లంతా పరీక్షించి ఉన్న ఆస్తి స్వాధీనం చేసుకున్నారు ఈ ఆస్తి చాలా కొద్దిగా ఉండటం చూసి అందరూ ఆశ్చర్యపడ్డారు కాని ఇంట్లో దొంగలు పడిన లక్షణాలు లేవు.,speaker_1
wavs/utt_00039.wav,త్వరలోనే ధన్మగుప్తుణ్ణి గురించి జనం చెప్పుకోవటం మానేశారు ఇక తనకేమీ భయం లేదనుకున్నాడు లోహితుడు పుట్టింటినుంచి అతని భార్య పిల్లలతోసహా తిరిగి వచ్చింది.,speaker_2
wavs/utt_00040.wav,లోహితుడి భార్యకు తన భర్త అంటే ప్రాణం బంగారం లేకపోతే మానె మీరు బంగారు పని చేసుకుని నాలుగు డబ్బులు సంపాదించుతూ ఇంటిపట్టున ఉండండి మాకదే పదివేలు ఎక్కడి కాశీప్రయాణం నేను పోనివ్వను అంటూ శ్లోకాలు పెట్టింది.,speaker_1
wavs/utt_00041.wav,లోహితుడు తప్పనిసరిగా తన భార్యతో నిజం చెప్పెయ్యవలసి వచ్చింది అతను ఆమెకు జరిగినదంతా పూసగుచ్చినట్టుచెప్పి అటకమీద పిడకలకింద దాచిన వెండీ బంగారాలు చూపాడు ఏదో ఒక నాటకం ఆడకపోతే మనం ఈ సొమ్ము అనుభవించటానికి లేదు అందుచేత నన్ను ఆరు నెలలపాటు ఎటైనా వెళ్ళిరానీ ఆ తరువాత మహరాజుల్లాగా బతుకుదాం అన్నాడు లోహితుడు తన భార్యతో ఆమె సరే నన్నది.,speaker_2
wavs/utt_00042.wav,ఎవరికీ అనుమానం కలగకుండా ఉండ గలందులకు లోహితుడు తాను ఎరిగిన వారి దగ్గర దారిఖర్చుకు అప్పుతీసుకుని కాశీకి వెళుతున్నానని బయలుదేరి వెళ్ళాడు ఆయన తిరిగివచ్చేదాకా భార్యా పిల్లలు చాలా పేదగా బతికారు ఆరు నెలల అనంతరం ఒక అర్ధరాత్రి లోహితుడు ఇంటికి చేరి అటకమీదినుంచి వెండి బంగారాలు దించాడు మార్నాడు తానెరిగిన వారందరినీ పిలిచి వారికి తన సొత్తంతా చూపించి కాశీలో సిద్దుడి దయవల్ల ఈ వెండి బంగారాలు దొరికాయి నా జీవితం నా పిల్లల జీవితం సుఖంగా వెళ్ళిపోతుంది అన్నాడు అందరూ లోహితుణ్ణి అభినందించారు అతడి జీవితం సుఖంగా వెళ్ళిపోతున్నది.,speaker_1
wavs/utt_00043.wav,రాజుగారి కొలువులో ఉండే ఒక పెద్ద ఉద్యోగికి లోహితుడు ఆస్తిపై దురాశ పుట్టింది ఈ ఉద్యోగికి అందగత్తె అయిన కూతురున్నది ఆ పిల్లను లోహితుడికిచ్చి చేసి లోహితుడి మొదటి భార్యను పిల్లలను వెళ్ళగొట్టించటానికి ఆయన ఎత్తు వేశాడు లోహితుణ్ణి తన ఇంటికి పిలిపించి తన కుమార్తెను చూపించి ఈ పిల్లకు పెళ్ళి కావాలి నిన్ను తప్ప చేసుకోనంటున్నది అన్నాడు లోహితుడు పెళ్ళికి సమ్మతించాడు రేపు పెళ్ళి అనగా లోహితుడి.,speaker_2
wavs/utt_00044.wav,భార్యకు తన భర్త ఇంకో పెళ్ళి చేసుకోబోతున్నాడని తెలిసింది తన భర్త ఎదుట ఏడిచి ఈ పెళ్ళి జరగటానికి వీల్లేదన్నది.,speaker_1
wavs/utt_00045.wav,నీకు వచ్చిన లోటేమిటి అన్ని ఏర్పాట్లు అయ్యాక పెళ్ళి ఎట్లా ఆగుతుంది నన్ను వేధించకు అన్నాడు లోహితుడు.,speaker_2
wavs/utt_00046.wav,తనను ప్రాణంకన్నా ఎక్కువగా చూసుకునే భర్తకు తనమీద ప్రేమ పోయిందనుకొని లోహితుడి భార్యకు మతిపోయింది ఆమె ముందు వెనకలు ఏమీ ఆలోచించకుండా అప్ప్పటికప్పుడే మంత్రిగారివద్దకు వెళ్ళి అయ్యా కొంతకాలంక్రితం నాభర్త ధర్మగుప్తుడనే ధనికుణ్ణి చంపి ఆయన ఆస్తంతా కాజేశాడు ధర్మ గుప్తుడి శవం మా దొడ్డిలోనే పాతేశాడు కావలిస్తే తవ్విపైకి తీయవచ్చు అన్నది.,speaker_1
wavs/utt_00047.wav,వెంటనే మంత్రిగారు రాజుభటులను పంపి లోహితుడి దొడ్డిలో తవ్వించగా ధర్మగుప్తుడి శవం దొరికింది న్యాయస్థానంలో లోహితుడు జరిగినదంతా చెప్పాడు కాని ఎవరూ నమ్మలేదు లోహితుణ్ణి కొరత వెయ్యమని రాజుగారు ఉత్తరువిచ్చారు లోహితుడి ఆస్థంతా రాజుగారి పరమయింది లోహితుడు కొరతమీద చచ్చాడు పశ్చాత్తాపంతో లోహితుడి భార్య తన భర్త శవంతోబాటు చితిపైన కాలిపోయింది.,speaker_2
wavs/utt_00048.wav,భేతాళుడీ కధ చెప్పి రాజా లోహితుడి కుటుంబం సర్వనాశనం కావటానికి కారకులెవరు తన భర్త ఇంకొకతెను పెళ్ళాడబోతున్నాడన్న అసూయతో భర్త మీద నేరారోపణ చేసిన లోహితుడి భార్యా ధర్మగుప్తుడి ధనాన్ని అపహరించిన లోహితుడా అతను హత్య చేయలేదన్న సంగతి గ్రహించక లోహితుణ్ణి కొరతవేసిన రాజా ఈ ప్రశ్నలకు సమాధానం తెలిసి కూడా చెప్పకపోయావో నీ తల పగిలి పోతుంది అన్నాడు.,speaker_1
wavs/utt_00049.wav,లోహితుడి కుటుంబం సర్వనాశనం కావటానికి కారకురాలు లోహితుడి భార్య కాదు భర్త మీద ప్రేమ ఉండబట్టే ఆమెకు అంత అసూయ కలిగింది తన భర్త మళ్ళీ పెళ్ళాడకుండా చెయ్యటానికి తాను చెయ్య గల ఒక్క పని ఆమె చేసేసింది తరువాత కూడా ఆమె భర్తతోపాటు సహగమనం చేసిందేగాని భర్త పోయినందుకు సంతృప్తి పడలేదు లోహితుడి తప్పుకూడా ఏమీలేదు అతను ధర్మగుప్తుడి సొమ్ము దొంగిలించిన మాట నిజమేగాని అతను దొంగతనం చేసేసరికి ధర్మగుప్తుడు చచ్చే పోయాడు.,speaker_2
wavs/utt_00050.wav,ఆ సొత్తుకు వారసులెవరూ లేరు మరికొంచెంసేపు బతికిఉంటే ధర్మగుప్తుడే అతనికి ఆ సొత్తు ఇచ్చేవాడేమో రాజుగారి తప్పుకూడా ఏమీలేదు కనిపించిన సాక్ష్యాన్ని బట్టి లోహితుడే ధర్మగుప్తుణ్ణి చంపాడనుకోవటానికి వీలున్నది పోతే లోహితుడి కుటుంబం సర్వనాశం కావటానికి నిజమైన కారణం డబ్బు ఆ డబ్బే ధర్మగుప్తుడి ప్రాణాన్ని తీసింది అదే లోహితుడికి రెండో పెళ్ళి ఆశ కల్పించి లోహితుడి భర్యకు మతి పోగొట్టి చివరకు సర్వనాశనం తెచ్చి పెట్టింది అన్నాడు విక్రమార్కుడు ఈ విధంగా రాజుకు మౌనభంగం కాగానే బేతాళుడు శవంతోసహా మాయమై మళ్ళీ చేట్టెక్కాడు.,speaker_1
wavs/utt_00051.wav,ఆవుతో అడావుడి.,speaker_2
wavs/utt_00052.wav,రాబందును ఏమార్చి పారిపోయి వస్తున్న కుందేలుకు తన ఇంటి సమీపంలో ఆవు అత్త కనిపించింది ఆవును చూస్తే కుందేలుకు కోపం ఎందుకంటే కుందేలు ఎన్నిసార్లు అడిగినా ఆవు ఒక్క చుక్క పాలు కూడా ఇచ్చిన పాపాన పోలేదు మందులోకి కావాలని అడిగినా లేవు పొమ్మన్నది.,speaker_1
wavs/utt_00053.wav,ఏం అత్తా ఎలా ఉన్నావు అన్నది కుందేలు బాగానే ఉన్నాను అల్లుడా నువ్వో అన్నది ఆవు ఫరవవాలేదు అంటూ కుందేలు పక్కనే ఉన్న నేరేడు చెట్టు కొమ్మలోకి చూసి భలే మంచి నేరేడుపళ్ళు చూస్తే నోరూరుతుంది అన్నది.,speaker_2
wavs/utt_00054.wav,ఇంకేం కోసుకుతిను అన్నది ఆవు నేను చెట్టు ఎక్కలేనుగదా ఎవరైనా చెట్టును కదిలిస్తే ఇట్టే రాల్తాయి నీ తలను చెట్టుబోదెకు ఢీ కొట్టి పళ్ళు రాల్చగలవా నీ వల్లకాదు అబ్బో దానికి చాలా బలం ఉండాలి అన్నది కుందేలు.,speaker_1
wavs/utt_00055.wav,నన్ను బొత్తిగా తీసేశావే అల్లుడా చూసుకో అంటూ ఆవు తన తలవంచి నేరేడు చెట్టుబోదెకు ఠాకీ ఇచ్చింది కాని చెట్టు మీద ఉన్నవన్నీ పచ్చికాయలు కనుక ఒక్కటి రాలలేదు.,speaker_2
wavs/utt_00056.wav,అయ్యయ్యో ఎద్దు మామను సహాయం పిలుచుకొస్తానుండు అంటూ కుందేలు ఇంటికి వెళ్ళి ఇంటిల్లిపాతినీ పాలచెంబులతో తీసుకొచ్చింది చిన్నా పెద్ద కుందేళ్ళన్నీ ఆవుపాలు ఆఖరు బొట్టుదాకా పిండుకుని ఇంటికి చక్కాపోయాయి.,speaker_1
wavs/utt_00057.wav,"ఆవుకు మండి పోతున్నది అది తెల్లవార్లూ నానా యాతనా పడి తెల్లవారుజామున తల కొమ్ములను, చెట్టుబోదెనుంచి బయటికి లాక్కో గలిగింది తన కింత ఇబ్బంది కలిగించిన కుందేలుకు బుద్ధిచెప్పాలని ఆవు తన కొమ్ములను మళ్ళీ బోదెలోకి వదులుగా దూర్చి కుందేలు కోసం చూడసాగింది.",speaker_2
wavs/utt_00058.wav,ఆవు చేసిన ఈ పనిని కుందేలు దూరం నుంచి చూసి ఏమీ ఎరగనట్టు ఈలవేసుకుంటూ దగ్గిరికివచ్చి ఏం అత్తా ఈ పాటికి కొమ్ములు వదిలించుకున్నావనుకున్నానే అన్నది.,speaker_1
wavs/utt_00059.wav,ఏదీ నువ్వు కాస్త సహాయంచెయ్యి తోక పట్టుకు లాగు అన్నది ఆవు.,speaker_2
wavs/utt_00060.wav,సరే అంటూ కుందేలు ఆవు వెనక్కు వెళుతున్నట్టు నటించింది ఆవు చప్పున కొమ్ములు చెట్టుబోదెనుంచి లాగేసి కుందేలు మీదికి లంఘించింది కాని అప్పటికే కుందేలు అంతదూరం పరిగెత్తిపోయింది ఆవు కుందేలును వెంబడించింది.,speaker_1
wavs/utt_00061.wav,ఆవు అత్తా ఏమిటి అడావుడి అని అడిగింది కుందేలు.,speaker_2
wavs/utt_00062.wav,ఆవు కుందేలుకళ్ళు మాత్రమే చూసి లేడి అనుకుని నీకా పాపిష్టి కుందేలు కనిపించిందా లేడి మరదలా అన్నది ఇప్పుడే ఈ దారినే కుంటుతూ వెళ్ళింది తరిమి పట్టుకో అన్నది కుందేలు.,speaker_1
wavs/utt_00063.wav,పట్టుకోక ఊరుకుంటానా ఏమిటి అంటూ ఆవు ముందుకు పరుగుతీసింది కుందేలు వెల్లికలా పడుకుని పొట్ట చెక్కలయ్యేట్టు నవ్వసాగింది.,speaker_2
wavs/utt_00064.wav,వంశ గౌరవం.,speaker_1
wavs/utt_00065.wav,పూర్వం ఒక దేశంలో ఒక జమీందారుండేవాడు ఆయనది చాలా ప్రసిద్ది కెక్కిన వంశం ఆయన పూర్వీకులు ఈక్ష్వాకుల కాలంలో రాజ్యాలు ఏలారని చెప్పుకునే వాళ్ళు అందుచేత జమీందారుగారు తమ వంశగౌరవంకోసం ఎటువంటి త్యాగమైనా చేయటానికి సిద్దంగా ఉండేవాడు ఈ జమీందారు వెర్రిబాగులవాడు అస్తమానం తన పెంపుడు కోతితో ఆడుకుంటూ ఉండేవాడు ఆయనకు ముకుందుడని ఒక్కడే కొడుకుండేవాడు ఈ ముకుందుడుకి ఒకసారి రాజుగారి కుమార్తెను పెళ్ళాడాలని కోరిక కలిగింది వాడు తండ్రితో ఈ మాట చెప్పి ఆయన సలహకోరాడు.,speaker_2
wavs/utt_00066.wav,నాయనా నువ్వు ఏమైనా చెయ్యి నాకు సమ్మతమే మన వంశగౌరవానికి మాత్రం కళంకం రానివ్వకు అంతే నేను కోరేది అన్నాడు జమీందారు.,speaker_1
